treatment,participant.id_in_session,participant.code,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,player.id_in_group,player.random_block,player.random_order,player.control_question1,player.control_question2,player.alternative1,player.policy_choice,player.Price_UR_A,player.Price_UN_A,player.Price_O_A,player.EV_A,player.Revenue_A,player.Price_UR_B,player.Price_UN_B,player.Price_O_B,player.EV_B,player.Revenue_B,player.attributes_binary_1,player.attributes_binary_2,player.attributes_binary_3,player.attributes_binary_4,player.attributes_binary_5,subsession.round_number,session.code
Pollution,157,7nlvytby,169,169,A_Planet3_ES,End,01:03.4,1,157,6,602546173,3,,2,3,2,2,2,2,2,3,1,3,1,5,,,,,,1,uln4i2w2
Public Services,158,m9zvgyzs,169,169,A_Planet3_ES,End,49:34.4,1,158,1,126543017,3,,5,3,1,1,2,2,3,4,4,1,1,2,,,,,,1,uln4i2w2
Road Pricing,159,b2j3paqm,169,169,A_Planet3_ES,End,45:18.4,1,159,3,341305276,3,,1,2,4,3,1,4,1,3,2,2,3,2,,,,,,1,uln4i2w2
Social Norm,160,vdln2n3p,169,169,A_Planet3_ES,End,04:09.9,1,160,4,425473610,3,,3,1,2,1,4,3,1,4,2,2,2,4,,,,,,1,uln4i2w2
Baseline,161,u4g1gko4,169,169,A_Planet3_ES,End,32:30.2,1,161,6,645761032,3,,3,2,4,2,1,4,1,3,4,2,3,5,,,,,,1,uln4i2w2
Pollution,162,raou7epo,169,169,A_Planet3_ES,End,27:43.7,1,162,4,454306712,3,,5,3,3,4,2,2,2,4,1,1,4,3,,,,,,1,uln4i2w2
Public Services,163,rvot49f7,169,169,A_Planet3_ES,End,06:55.6,1,163,7,713765042,3,,3,2,3,4,4,2,2,1,1,3,1,5,,,,,,1,uln4i2w2
Social Norm,165,tw781squ,169,169,A_Planet3_ES,End,18:33.0,1,165,3,354072316,3,,5,3,2,1,4,4,2,3,2,2,1,1,,,,,,1,uln4i2w2
Baseline,166,8yy8lbem,169,169,A_Planet3_ES,End,36:09.2,1,166,6,676451203,3,,1,1,3,1,4,1,3,4,4,3,4,5,,,,,,1,uln4i2w2
Pollution,167,2laod51g,169,169,A_Planet3_ES,End,14:05.9,1,167,5,546037251,3,,4,2,3,3,2,3,1,4,1,3,1,3,,,,,,1,uln4i2w2
Public Services,168,eyjtzeox,169,169,A_Planet3_ES,End,48:53.3,1,168,2,201346752,3,,5,3,2,1,1,2,4,4,2,3,3,1,,,,,,1,uln4i2w2
Road Pricing,169,7z0h7kdw,169,169,A_Planet3_ES,End,14:28.5,1,169,0,74653201,3,,4,1,1,1,3,2,5,3,1,1,3,4,,,,,,1,uln4i2w2
Social Norm,170,ndxtxxft,169,169,A_Planet3_ES,End,27:20.5,1,170,0,15204367,3,,2,2,3,4,3,1,4,4,2,1,3,2,,,,,,1,uln4i2w2
Baseline,171,dqw6kryc,169,169,A_Planet3_ES,End,30:16.3,1,171,2,201275364,3,,5,2,4,2,3,3,1,2,1,1,2,4,,,,,,1,uln4i2w2
Pollution,172,lxk5jg4h,169,169,A_Planet3_ES,End,13:33.0,1,172,5,545702613,3,,5,1,3,3,2,3,1,4,1,3,1,3,,,,,,1,uln4i2w2
Public Services,173,7gij7cjw,169,169,A_Planet3_ES,End,14:11.7,1,173,5,520457163,3,,5,1,2,2,1,1,5,1,1,3,3,2,,,,,,1,uln4i2w2
Road Pricing,174,2k427npd,169,169,A_Planet3_ES,End,38:40.9,1,174,0,5743621,1,3,2,2,2,2,2,1,3,4,1,1,4,2,,,,,,1,uln4i2w2
Social Norm,175,2yc6rfw3,169,169,A_Planet3_ES,End,28:27.5,1,175,5,540123576,3,,5,2,4,1,3,1,3,3,3,2,3,1,,,,,,1,uln4i2w2
Baseline,176,gymz3qag,169,169,A_Planet3_ES,End,29:57.8,1,176,4,431246507,1,3,5,2,4,2,4,3,4,2,1,1,2,2,,,,,,1,uln4i2w2
Pollution,177,dejwknyd,169,169,A_Planet3_ES,End,16:56.8,1,177,6,635072614,3,,5,3,4,4,3,3,4,3,3,2,1,3,,,,,,1,uln4i2w2
Public Services,178,bzwht5ou,169,169,A_Planet3_ES,End,04:37.5,1,178,4,413452760,3,,5,1,3,4,4,4,1,2,1,3,2,4,,,,,,1,uln4i2w2
Road Pricing,179,hsqyb82x,169,169,A_Planet3_ES,End,42:53.3,1,179,0,1273546,3,,5,1,2,2,2,1,3,4,1,1,4,2,,,,,,1,uln4i2w2
Social Norm,180,k0ws2aur,169,169,A_Planet3_ES,End,00:26.2,1,180,0,10672543,3,,2,1,4,2,1,3,2,3,4,3,1,4,,,,,,1,uln4i2w2
Baseline,181,2g5n7pyg,169,169,A_Planet3_ES,End,33:25.2,1,181,0,7561243,3,,5,1,4,1,1,4,2,2,2,2,1,3,,,,,,1,uln4i2w2
Pollution,182,g48dixz6,169,169,A_Planet3_ES,End,41:41.0,1,182,2,276405123,3,,2,3,3,1,4,4,4,4,3,2,3,2,,,,,,1,uln4i2w2
Public Services,183,fwfuqj1n,169,169,A_Planet3_ES,End,50:28.6,1,183,5,534607251,3,,4,1,2,1,4,3,1,3,2,1,4,2,,,,,,1,uln4i2w2
Road Pricing,184,gtdje6cr,169,169,A_Planet3_ES,End,19:41.0,1,184,6,661275403,3,,5,2,3,1,1,1,2,2,2,2,4,5,,,,,,1,uln4i2w2
Social Norm,185,3eul560y,169,169,A_Planet3_ES,End,14:00.8,1,185,2,237564120,3,,5,2,3,2,4,1,1,1,1,1,2,3,,,,,,1,uln4i2w2
Baseline,186,0cs54xye,169,169,A_Planet3_ES,End,06:59.8,1,186,0,51043672,3,,5,2,4,4,4,2,5,3,3,2,4,1,,,,,,1,uln4i2w2
Pollution,187,eylqxj71,169,169,A_Planet3_ES,End,34:20.2,1,187,7,776321054,3,,5,2,2,2,4,4,2,3,4,1,1,3,,,,,,1,uln4i2w2
Public Services,188,ruyh9n6b,169,169,A_Planet3_ES,End,23:53.9,1,188,6,601724653,3,,1,3,2,2,2,2,2,3,1,3,1,5,,,,,,1,uln4i2w2
Road Pricing,189,8pynl7ss,169,169,A_Planet3_ES,End,10:56.7,1,189,1,105642731,1,1,3,1,1,1,2,4,3,2,1,3,2,1,,,,,,1,uln4i2w2
Social Norm,190,59n20b5h,169,169,A_Planet3_ES,End,27:05.9,1,190,1,167510243,3,,5,3,3,4,1,2,1,4,3,2,1,5,,,,,,1,uln4i2w2
Baseline,191,j2mq41ck,169,169,A_Planet3_ES,End,12:21.9,1,191,5,565701234,3,,5,2,3,3,4,4,5,4,1,2,3,4,,,,,,1,uln4i2w2
Pollution,192,1ikxvt4t,169,169,A_Planet3_ES,End,35:12.9,1,192,5,562413570,2,2,5,2,3,3,4,4,5,4,1,2,3,4,,,,,,1,uln4i2w2
Public Services,193,kmuqcxnd,169,169,A_Planet3_ES,End,42:00.5,1,193,0,12374605,3,,1,3,3,4,3,1,4,4,2,1,3,2,,,,,,1,uln4i2w2
Road Pricing,194,zzfp66nz,169,169,A_Planet3_ES,End,12:29.1,1,194,5,503456271,1,2,2,2,4,3,2,2,1,2,2,3,3,3,,,,,,1,uln4i2w2
Social Norm,195,rzj1zkde,169,169,A_Planet3_ES,End,37:10.1,1,195,5,554203617,3,,5,1,3,4,2,4,2,4,3,3,2,1,,,,,,1,uln4i2w2
Baseline,196,8h261v8y,169,169,A_Planet3_ES,End,05:13.6,1,196,0,37064152,3,,5,2,3,1,1,3,3,2,2,4,1,4,,,,,,1,uln4i2w2
Pollution,197,kehx30i1,169,169,A_Planet3_ES,End,27:47.8,1,197,2,220657431,3,,5,3,4,3,1,3,4,3,4,3,1,3,,,,,,1,uln4i2w2
Public Services,198,h954glar,169,169,A_Planet3_ES,End,34:56.3,1,198,6,641752630,3,,5,2,3,4,2,3,5,4,2,1,4,1,,,,,,1,uln4i2w2
Road Pricing,199,rf36vzrz,169,169,A_Planet3_ES,End,09:41.9,1,199,5,556473120,3,,5,1,4,3,3,2,1,3,4,2,4,2,,,,,,1,uln4i2w2
Social Norm,200,zx9q6r8j,169,169,A_Planet3_ES,End,24:48.8,1,200,1,141630527,3,,3,2,4,2,4,2,5,2,1,2,4,4,,,,,,1,uln4i2w2
Baseline,201,zuchyshq,169,169,A_Planet3_ES,End,38:43.1,1,201,4,473012456,3,,5,1,4,4,3,1,1,2,1,4,4,5,,,,,,1,uln4i2w2
Pollution,202,usw0ho0w,169,169,A_Planet3_ES,End,12:36.2,1,202,5,565271430,3,,2,2,3,3,4,4,5,4,1,2,3,4,,,,,,1,uln4i2w2
Public Services,203,yg0u2s29,169,169,A_Planet3_ES,End,47:27.5,1,203,4,473650241,3,,5,2,4,4,3,1,1,2,1,4,4,5,,,,,,1,uln4i2w2
Road Pricing,204,icyy4gj9,169,169,A_Planet3_ES,End,59:55.9,1,204,3,373215640,3,,3,1,1,1,2,4,1,3,3,1,1,5,,,,,,1,uln4i2w2
Social Norm,205,ofovwmcu,169,169,A_Planet3_ES,End,50:24.9,1,205,1,156140723,3,,5,2,4,2,4,4,4,3,3,1,3,5,,,,,,1,uln4i2w2
Baseline,206,ej6rauep,169,169,A_Planet3_ES,End,20:55.9,1,206,4,405734261,3,,4,2,4,1,3,4,1,2,2,1,3,4,,,,,,1,uln4i2w2
Pollution,207,2jujl8yx,169,169,A_Planet3_ES,End,11:08.7,1,207,3,356032741,3,,5,1,3,2,2,1,1,2,1,4,4,2,,,,,,1,uln4i2w2
Public Services,208,3zckjiwm,169,169,A_Planet3_ES,End,08:43.6,1,208,6,602375461,3,,5,1,2,2,2,2,2,3,1,3,1,5,,,,,,1,uln4i2w2
Road Pricing,209,99uvy2a3,169,169,A_Planet3_ES,End,28:05.1,1,209,6,653710246,3,,4,3,4,4,3,4,5,1,1,4,1,2,,,,,,1,uln4i2w2
Social Norm,210,1p5o9whu,169,169,A_Planet3_ES,End,23:00.6,1,210,4,402714536,3,,5,2,4,1,3,4,1,2,2,1,3,4,,,,,,1,uln4i2w2
Baseline,211,4qwckjvh,169,169,A_Planet3_ES,End,09:26.6,1,211,5,541375062,3,,3,3,4,1,3,1,3,3,3,2,3,1,,,,,,1,uln4i2w2
Pollution,212,nu61zd7a,169,169,A_Planet3_ES,End,20:42.4,1,212,2,241257306,3,,5,1,3,2,3,2,5,2,1,2,1,3,,,,,,1,uln4i2w2
Public Services,213,o7sv55mv,169,169,A_Planet3_ES,End,18:55.4,1,213,3,304723615,3,,3,3,3,4,3,2,1,4,3,2,4,5,,,,,,1,uln4i2w2
Road Pricing,214,xb5otfec,169,169,A_Planet3_ES,End,05:40.7,1,214,4,413457062,3,,2,1,2,1,3,2,4,3,4,4,4,1,,,,,,1,uln4i2w2
Social Norm,215,t0s3r5ft,169,169,A_Planet3_ES,End,55:10.1,1,215,4,473162405,0,1,2,2,4,4,3,1,1,2,1,4,4,5,,,,,,1,uln4i2w2
Baseline,216,3wya37jq,169,169,A_Planet3_ES,End,18:42.8,1,216,7,770643251,3,,4,3,3,4,1,1,3,2,2,4,4,2,,,,,,1,uln4i2w2
Pollution,217,0j0hel02,169,169,A_Planet3_ES,End,08:25.6,1,217,2,221304567,3,,5,2,3,4,3,1,3,4,3,1,3,4,,,,,,1,uln4i2w2
Public Services,218,j51480ug,169,169,A_Planet3_ES,End,09:14.7,1,218,4,416324075,3,,4,3,3,4,4,4,1,2,1,3,2,4,,,,,,1,uln4i2w2
Road Pricing,219,l8vd0017,169,169,A_Planet3_ES,End,07:20.2,1,219,1,164501372,0,0,1,1,4,3,2,1,5,3,4,1,2,1,,,,,,1,uln4i2w2
Social Norm,220,z97sag0o,169,169,A_Planet3_ES,End,35:11.2,1,220,7,736072541,3,,5,2,1,1,1,4,1,4,3,3,2,4,,,,,,1,uln4i2w2
Baseline,221,xfy4mzya,169,169,A_Planet3_ES,End,55:12.0,1,221,0,20537416,3,,5,1,3,2,1,1,5,4,3,4,2,3,,,,,,1,uln4i2w2
Pollution,222,f3cgwwti,169,169,A_Planet3_ES,End,31:45.5,1,222,4,453426107,3,,3,1,4,1,1,4,3,3,4,2,2,2,,,,,,1,uln4i2w2
Public Services,223,1e3j5imf,169,169,A_Planet3_ES,End,43:11.6,1,223,4,442760153,3,,5,2,3,3,3,4,3,4,2,4,1,1,,,,,,1,uln4i2w2
Road Pricing,224,hcvx6gus,169,169,A_Planet3_ES,End,45:41.4,1,224,2,242350761,3,,5,1,2,1,2,1,3,3,2,3,2,5,,,,,,1,uln4i2w2
Social Norm,225,8yxizjok,169,169,A_Planet3_ES,End,31:43.3,1,225,5,512503467,3,,4,3,3,1,3,2,2,4,4,1,3,4,,,,,,1,uln4i2w2
Baseline,226,j89nbl9l,169,169,A_Planet3_ES,End,15:27.8,1,226,5,552460317,3,,5,3,4,3,3,2,1,3,4,2,4,2,,,,,,1,uln4i2w2
Pollution,227,uj5049u6,169,169,A_Planet3_ES,End,53:46.0,1,227,0,6731452,3,,3,1,2,2,2,1,3,4,1,1,4,2,,,,,,1,uln4i2w2
Public Services,228,glhk1k70,169,169,A_Planet3_ES,End,00:38.1,1,228,7,726071543,3,,5,2,4,1,2,3,3,3,3,4,1,4,,,,,,1,uln4i2w2
Road Pricing,229,xxzn41d8,169,169,A_Planet3_ES,End,12:21.8,1,229,7,727145630,3,,5,1,4,1,2,3,3,3,3,4,1,4,,,,,,1,uln4i2w2
Social Norm,230,kyzxxm4v,169,169,A_Planet3_ES,End,21:09.5,1,230,3,367452130,3,,5,3,3,3,4,3,4,4,1,2,4,5,,,,,,1,uln4i2w2
Baseline,231,2yh3thgx,169,169,A_Planet3_ES,End,19:09.8,1,231,7,741372065,3,,5,2,2,2,4,4,3,1,1,1,3,2,,,,,,1,uln4i2w2
Pollution,232,jmiiv7oa,169,169,A_Planet3_ES,End,15:15.4,1,232,5,554126370,3,,4,1,4,3,3,2,1,3,4,2,4,2,,,,,,1,uln4i2w2
Public Services,233,qgz4zlpi,169,169,A_Planet3_ES,End,45:52.2,1,233,1,102763415,3,,5,1,2,1,3,2,1,1,1,2,4,3,,,,,,1,uln4i2w2
Road Pricing,234,zyp5jsph,169,169,A_Planet3_ES,End,35:46.9,1,234,3,346357120,3,,5,2,4,3,1,4,1,3,2,2,3,2,,,,,,1,uln4i2w2
Social Norm,235,3nruygk4,169,169,A_Planet3_ES,End,21:17.6,1,235,4,431520674,3,,5,1,2,1,1,2,2,4,2,4,3,4,,,,,,1,uln4i2w2
Baseline,236,4e3evrex,169,169,A_Planet3_ES,End,10:26.9,1,236,2,236541702,3,,5,2,3,2,4,1,1,1,1,1,2,3,,,,,,1,uln4i2w2
Pollution,237,dtsnstom,169,169,A_Planet3_ES,End,02:10.7,1,237,0,73041526,3,,5,3,3,1,1,3,4,1,1,3,2,5,,,,,,1,uln4i2w2
Public Services,238,qczkxony,169,169,A_Planet3_ES,End,26:08.5,1,238,4,412536470,3,,1,2,2,1,3,2,4,3,4,4,4,1,,,,,,1,uln4i2w2
Road Pricing,239,l32fjokr,169,169,A_Planet3_ES,End,42:07.1,1,239,1,160134275,0,1,3,1,4,3,2,1,5,3,4,1,2,1,,,,,,1,uln4i2w2
Social Norm,240,43ka5pq8,169,169,A_Planet3_ES,End,38:14.4,1,240,6,620461375,3,,4,3,3,1,3,3,4,4,4,2,1,2,,,,,,1,uln4i2w2
Baseline,241,31icrenz,169,169,A_Planet3_ES,End,56:07.9,1,241,2,203265471,3,,3,1,2,1,1,2,4,4,2,3,3,1,,,,,,1,uln4i2w2
Pollution,242,8wlnfqgh,169,169,A_Planet3_ES,End,13:15.2,1,242,1,142360517,3,,2,3,2,1,2,4,4,4,2,4,2,5,,,,,,1,uln4i2w2
Public Services,243,w2ri2ul8,169,169,A_Planet3_ES,End,33:04.8,1,243,2,206421753,3,,5,2,4,2,3,3,1,2,1,1,2,4,,,,,,1,uln4i2w2
Road Pricing,244,1gvw8q3t,169,169,A_Planet3_ES,End,07:12.8,1,244,2,202643175,3,,5,3,4,2,3,3,1,2,1,1,2,4,,,,,,1,uln4i2w2
Social Norm,245,y7eawb8n,169,169,A_Planet3_ES,End,52:40.5,1,245,4,404152637,3,,4,3,2,2,1,3,4,4,1,3,4,1,,,,,,1,uln4i2w2
Baseline,246,b9pu3vjx,169,169,A_Planet3_ES,End,45:12.3,1,246,4,440175632,3,,4,1,3,3,3,4,3,4,2,4,1,1,,,,,,1,uln4i2w2
Pollution,247,rfapg1hp,169,169,A_Planet3_ES,End,45:18.0,1,247,7,715037246,3,,5,2,3,4,4,2,2,1,1,3,1,5,,,,,,1,uln4i2w2
Public Services,248,675xccow,169,169,A_Planet3_ES,End,09:45.2,1,248,3,303251764,3,,2,3,3,4,3,2,1,4,3,2,4,5,,,,,,1,uln4i2w2
Road Pricing,249,x5lr3yks,169,169,A_Planet3_ES,End,29:24.4,1,249,3,332514067,3,,4,2,2,2,1,3,5,3,3,4,2,3,,,,,,1,uln4i2w2
Social Norm,250,absgb5uj,169,169,A_Planet3_ES,End,16:53.2,1,250,5,570321456,3,,5,1,3,1,2,2,5,4,3,3,1,2,,,,,,1,uln4i2w2
Baseline,251,1d0poo9h,169,169,A_Planet3_ES,End,39:42.8,1,251,4,407651243,3,,5,3,2,2,1,3,4,4,1,3,4,1,,,,,,1,uln4i2w2
Pollution,252,xiq7fltm,169,169,A_Planet3_ES,End,15:22.4,1,252,7,752063714,3,,5,3,3,2,4,3,3,2,1,2,1,1,,,,,,1,uln4i2w2
Public Services,253,iv701z17,169,169,A_Planet3_ES,End,23:21.7,1,253,2,220416735,3,,3,1,4,3,1,3,4,3,4,3,1,3,,,,,,1,uln4i2w2
Road Pricing,254,kevmuj1h,169,169,A_Planet3_ES,End,49:13.1,1,254,5,525610734,3,,5,3,2,2,1,1,5,1,1,3,3,2,,,,,,1,uln4i2w2
Social Norm,255,tf5jk4n7,169,169,A_Planet3_ES,End,05:30.0,1,255,7,760243157,3,,2,3,3,1,2,2,5,4,3,1,3,3,,,,,,1,uln4i2w2
Baseline,256,7ezg3uk8,169,169,A_Planet3_ES,End,22:10.0,1,256,6,664351207,3,,5,2,3,1,1,1,2,2,2,2,4,5,,,,,,1,uln4i2w2
Pollution,257,9iqp2x07,169,169,A_Planet3_ES,End,56:36.8,1,257,5,501437652,3,,5,1,4,3,2,2,1,2,2,3,3,3,,,,,,1,uln4i2w2
Public Services,258,vywa3ivw,169,169,A_Planet3_ES,End,38:30.5,1,258,2,260734215,3,,4,2,4,4,1,1,3,3,3,3,4,2,,,,,,1,uln4i2w2
Road Pricing,259,n0j1ad5p,169,169,A_Planet3_ES,End,10:56.6,1,259,1,106374215,3,,2,3,1,1,2,4,3,2,1,3,2,1,,,,,,1,uln4i2w2
Social Norm,260,34wr3ho4,169,169,A_Planet3_ES,End,49:01.5,1,260,4,413650724,3,,1,1,3,4,4,4,1,2,1,3,2,4,,,,,,1,uln4i2w2
Baseline,261,vshbi7qp,169,169,A_Planet3_ES,End,08:52.4,1,261,7,742057163,3,,5,2,1,1,1,3,2,2,2,4,4,3,,,,,,1,uln4i2w2
Pollution,262,xibdhyj2,169,169,A_Planet3_ES,End,57:03.9,1,262,2,217403652,3,,5,2,1,1,3,2,4,3,4,4,4,3,,,,,,1,uln4i2w2
Public Services,263,9xuydnwh,169,169,A_Planet3_ES,End,35:19.7,1,263,4,402546731,3,,5,2,4,1,3,4,1,2,2,1,3,4,,,,,,1,uln4i2w2
Road Pricing,264,dfiaeh3q,169,169,A_Planet3_ES,End,00:43.8,1,264,1,173521046,3,,1,3,4,4,3,1,2,3,2,1,2,1,,,,,,1,uln4i2w2
Social Norm,265,cqigxlf9,169,169,A_Planet3_ES,End,23:54.9,1,265,6,647621305,3,,5,2,3,4,2,3,5,4,2,1,4,1,,,,,,1,uln4i2w2
Baseline,266,46eh1004,169,169,A_Planet3_ES,End,11:20.9,1,266,4,414360725,3,,5,3,3,4,4,4,1,2,1,3,2,4,,,,,,1,uln4i2w2
Pollution,267,owh0yuj3,169,169,A_Planet3_ES,End,07:37.3,1,267,6,672504316,3,,5,2,3,1,4,1,3,4,4,3,4,5,,,,,,1,uln4i2w2
Public Services,268,zw6h1g9v,169,169,A_Planet3_ES,End,21:49.2,1,268,5,574201635,3,,5,3,3,1,2,2,5,4,3,3,1,2,,,,,,1,uln4i2w2
Road Pricing,269,lhana9pt,169,169,A_Planet3_ES,End,45:34.6,1,269,6,615720346,3,,5,2,1,1,4,3,4,2,2,1,2,2,,,,,,1,uln4i2w2
Social Norm,270,7s5p6atu,169,169,A_Planet3_ES,End,39:59.8,1,270,5,545613027,3,,5,2,3,3,2,3,1,4,1,3,1,3,,,,,,1,uln4i2w2
Baseline,271,vw95jws5,169,169,A_Planet3_ES,End,23:38.0,1,271,2,225601437,3,,5,3,4,3,1,3,4,3,4,3,1,3,,,,,,1,uln4i2w2
Pollution,272,a6r2q1fk,169,169,A_Planet3_ES,End,41:23.3,1,272,5,540257361,3,,5,2,4,1,3,1,3,3,3,2,3,1,,,,,,1,uln4i2w2
Public Services,273,w9soq5rw,169,169,A_Planet3_ES,End,41:35.4,1,273,2,260512734,3,,5,2,3,3,3,4,2,4,4,1,1,3,,,,,,1,uln4i2w2
Road Pricing,274,1e36dal6,169,169,A_Planet3_ES,End,01:59.2,1,274,0,32056714,3,,4,2,3,1,1,3,3,2,2,4,1,4,,,,,,1,uln4i2w2
Social Norm,275,f4eq8z4d,169,169,A_Planet3_ES,End,35:09.3,1,275,0,42750136,3,,2,1,1,1,4,1,5,3,4,3,4,4,,,,,,1,uln4i2w2
Baseline,276,3mcrze9h,169,169,A_Planet3_ES,End,36:10.7,1,276,6,612376450,3,,5,2,1,1,4,3,4,2,2,1,2,2,,,,,,1,uln4i2w2
Pollution,277,ru77h66k,169,169,A_Planet3_ES,End,08:05.2,1,277,7,742306157,3,,5,3,2,2,4,4,3,1,1,1,3,2,,,,,,1,uln4i2w2
Public Services,278,mqzxt6s3,169,169,A_Planet3_ES,End,13:37.5,1,278,5,551372604,3,,1,1,4,3,3,2,1,3,4,2,4,2,,,,,,1,uln4i2w2
Road Pricing,279,ql1twpop,169,169,A_Planet3_ES,End,29:05.9,1,279,4,476514320,3,,5,3,4,4,3,1,1,2,1,4,4,5,,,,,,1,uln4i2w2
Social Norm,280,49rr85te,169,169,A_Planet3_ES,End,56:27.4,1,280,0,62013574,3,,5,2,3,1,2,4,4,2,2,1,2,3,,,,,,1,uln4i2w2
Baseline,281,jlo6442n,169,169,A_Planet3_ES,End,58:46.5,1,281,0,37612540,3,,5,1,3,1,1,3,3,2,2,4,1,4,,,,,,1,uln4i2w2
Pollution,282,gg8ko6p0,169,169,A_Planet3_ES,End,21:32.5,1,282,4,453240716,3,,5,2,3,4,2,2,2,4,1,1,4,3,,,,,,1,uln4i2w2
Public Services,283,7r44bqmz,169,169,A_Planet3_ES,End,29:09.1,1,283,2,271253460,3,,3,2,3,1,4,4,4,4,3,2,3,2,,,,,,1,uln4i2w2
Road Pricing,284,5opullri,169,169,A_Planet3_ES,End,37:01.4,1,284,6,651763420,3,,5,2,1,1,4,1,2,4,4,3,4,5,,,,,,1,uln4i2w2
Social Norm,285,2ckjnw69,169,169,A_Planet3_ES,End,29:55.4,1,285,4,463410275,3,,2,2,3,3,2,3,5,1,1,4,1,2,,,,,,1,uln4i2w2
Baseline,286,dq5vdyxt,169,169,A_Planet3_ES,End,22:01.0,1,286,3,375412036,3,,4,2,3,3,1,1,5,1,1,2,4,1,,,,,,1,uln4i2w2
Pollution,287,24zavgfb,169,169,A_Planet3_ES,End,56:01.3,1,287,2,264573120,3,,1,3,4,4,1,1,3,3,3,3,4,2,,,,,,1,uln4i2w2
Public Services,288,ac5dpxqa,169,169,A_Planet3_ES,End,12:08.7,1,288,7,731405627,3,,3,3,1,1,1,4,1,4,3,3,2,4,,,,,,1,uln4i2w2
Road Pricing,289,ghlcrg8a,169,169,A_Planet3_ES,End,21:52.7,1,289,5,560713425,3,,5,2,4,1,2,3,4,3,3,4,4,5,,,,,,1,uln4i2w2
Baseline,291,mmxp1r7r,169,169,A_Planet3_ES,End,11:57.9,1,291,6,643657210,3,,5,1,3,4,2,3,5,4,2,1,4,1,,,,,,1,uln4i2w2
Pollution,292,rb5hqtd2,169,169,A_Planet3_ES,End,26:40.7,1,292,2,221456037,3,,5,1,4,3,1,3,4,3,4,3,1,3,,,,,,1,uln4i2w2
Public Services,293,0msu1j7j,169,169,A_Planet3_ES,End,07:53.3,1,293,7,762714305,2,3,5,2,4,3,1,3,3,3,1,2,2,5,,,,,,1,uln4i2w2
Road Pricing,294,mb86sa8c,169,169,A_Planet3_ES,End,08:38.8,1,294,1,176415230,3,,4,2,3,2,1,2,1,4,4,3,1,2,,,,,,1,uln4i2w2
Social Norm,295,b1dwyumm,169,169,A_Planet3_ES,End,21:28.1,1,295,7,715260374,3,,5,2,3,4,4,2,2,1,1,3,1,5,,,,,,1,uln4i2w2
Baseline,296,efidc6vw,169,169,A_Planet3_ES,End,13:00.6,1,296,6,631267054,3,,4,3,3,3,2,1,3,4,4,3,3,4,,,,,,1,uln4i2w2
Pollution,297,1csaja5j,169,169,A_Planet3_ES,End,13:48.4,1,297,7,765301724,3,,5,2,4,3,1,3,3,3,1,2,2,5,,,,,,1,uln4i2w2
Public Services,298,ek56lqts,169,169,A_Planet3_ES,End,38:10.8,1,298,1,141673250,3,,3,3,2,1,2,4,4,4,2,4,2,5,,,,,,1,uln4i2w2
Road Pricing,299,6ns96kzs,169,169,A_Planet3_ES,End,19:38.9,1,299,5,523047516,3,,1,2,2,2,1,1,5,1,1,3,3,2,,,,,,1,uln4i2w2
Social Norm,300,3w25c0m1,169,169,A_Planet3_ES,End,36:00.8,1,300,5,554016723,3,,5,2,4,3,3,2,1,3,4,2,4,2,,,,,,1,uln4i2w2
Baseline,301,6i0h5wi4,169,169,A_Planet3_ES,End,28:41.2,1,301,4,445173620,3,,2,2,3,3,3,4,3,4,2,4,1,1,,,,,,1,uln4i2w2
Pollution,302,ffb96eam,169,169,A_Planet3_ES,End,09:05.3,1,302,7,727510436,3,,1,2,3,3,4,1,4,4,1,2,3,3,,,,,,1,uln4i2w2
Public Services,303,i5eg5b0r,169,169,A_Planet3_ES,End,23:23.4,1,303,7,747036215,3,,2,2,2,2,4,4,3,1,1,1,3,2,,,,,,1,uln4i2w2
Road Pricing,304,uw4hh2jw,169,169,A_Planet3_ES,End,35:02.0,1,304,0,5721643,3,,5,1,4,1,1,4,2,2,2,2,1,3,,,,,,1,uln4i2w2
Social Norm,305,4jze1n2r,169,169,A_Planet3_ES,End,06:52.1,1,305,1,105241367,3,,5,2,1,1,2,4,3,2,1,3,2,1,,,,,,1,uln4i2w2
Baseline,306,zqz532qu,169,169,A_Planet3_ES,End,14:02.4,1,306,2,261204735,3,,3,2,4,4,1,1,3,3,3,3,4,2,,,,,,1,uln4i2w2
Pollution,307,ltvgs7sv,169,169,A_Planet3_ES,End,34:51.5,1,307,6,634607152,3,,5,2,3,3,2,1,3,4,4,3,3,4,,,,,,1,uln4i2w2
Public Services,308,gudrr5pm,169,169,A_Planet3_ES,End,50:54.2,1,308,0,35701624,3,,5,2,2,2,4,1,4,3,1,1,3,3,,,,,,1,uln4i2w2
Road Pricing,309,7cedtfjx,169,169,A_Planet3_ES,End,33:56.6,1,309,3,324753061,3,,1,2,2,2,3,3,3,4,1,2,1,4,,,,,,1,uln4i2w2
Social Norm,310,we2x75pj,169,169,A_Planet3_ES,End,01:33.6,1,310,1,171603245,1,1,2,3,3,2,1,2,1,4,4,3,1,2,,,,,,1,uln4i2w2
Baseline,311,igkulx8h,169,169,A_Planet3_ES,End,10:17.1,1,311,5,527104536,3,,4,2,1,1,3,3,2,2,2,1,1,5,,,,,,1,uln4i2w2
