participant.code,control_question1,control_question2,attributes_binary_1,attributes_binary_2,attributes_binary_3,attributes_binary_4,attributes_binary_5,alternative1,1_policy_choice,2_policy_choice,3_policy_choice,4_policy_choice,5_policy_choice,6_policy_choice,7_policy_choice,8_policy_choice,1_Price_UR_A,2_Price_UR_A,3_Price_UR_A,4_Price_UR_A,5_Price_UR_A,6_Price_UR_A,7_Price_UR_A,8_Price_UR_A,1_Price_UN_A,2_Price_UN_A,3_Price_UN_A,4_Price_UN_A,5_Price_UN_A,6_Price_UN_A,7_Price_UN_A,8_Price_UN_A,1_Price_O_A,2_Price_O_A,3_Price_O_A,4_Price_O_A,5_Price_O_A,6_Price_O_A,7_Price_O_A,8_Price_O_A,1_EV_A,2_EV_A,3_EV_A,4_EV_A,5_EV_A,6_EV_A,7_EV_A,8_EV_A,1_Revenue_A,2_Revenue_A,3_Revenue_A,4_Revenue_A,5_Revenue_A,6_Revenue_A,7_Revenue_A,8_Revenue_A,1_Price_UR_B,2_Price_UR_B,3_Price_UR_B,4_Price_UR_B,5_Price_UR_B,6_Price_UR_B,7_Price_UR_B,8_Price_UR_B,1_Price_UN_B,2_Price_UN_B,3_Price_UN_B,4_Price_UN_B,5_Price_UN_B,6_Price_UN_B,7_Price_UN_B,8_Price_UN_B,1_Price_O_B,2_Price_O_B,3_Price_O_B,4_Price_O_B,5_Price_O_B,6_Price_O_B,7_Price_O_B,8_Price_O_B,1_EV_B,2_EV_B,3_EV_B,4_EV_B,5_EV_B,6_EV_B,7_EV_B,8_EV_B,1_Revenue_B,2_Revenue_B,3_Revenue_B,4_Revenue_B,5_Revenue_B,6_Revenue_B,7_Revenue_B,8_Revenue_B
2chu8i27,3.0,,0.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,2.0,4.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,4.0,1.0,3.0,2.0,1.0,4.0,4.0,1.0,3.0,4.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,4.0,4.0,2.0,3.0,4.0,2.0,4.0,1.0,4.0,3.0,4.0,3.0,2.0,1.0,2.0,1.0,1.0,4.0,1.0,3.0,4.0,4.0,2.0,4.0,3.0,4.0,1.0,4.0,3.0,4.0,2.0,1.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,2.0,1.0,1.0,3.0
2ckjnw69,3.0,,0.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,4.0,2.0,4.0,4.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,4.0,2.0,1.0,4.0,3.0,3.0,2.0,4.0,2.0,3.0,2.0,1.0,2.0,4.0,2.0,4.0,2.0,5.0,2.0,1.0,4.0,1.0,4.0,5.0,2.0,1.0,4.0,3.0,3.0,2.0,2.0,4.0,4.0,1.0,2.0,3.0,4.0,2.0,1.0,4.0,1.0,4.0,4.0,3.0,4.0,1.0,4.0,3.0,1.0,1.0,3.0,4.0,4.0,3.0,3.0,1.0,4.0,2.0,4.0,3.0,1.0,4.0,1.0,1.0,3.0
2eqkjz0s,3.0,,1.0,1.0,0.0,0.0,0.0,5.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,1.0,1.0,4.0,4.0,2.0,3.0,2.0,2.0,1.0,1.0,4.0,4.0,2.0,1.0,2.0,1.0,4.0,4.0,2.0,3.0,2.0,4.0,2.0,4.0,3.0,1.0,1.0,3.0,2.0,1.0,4.0,1.0,4.0,2.0,2.0,4.0,2.0,3.0,5.0,3.0,2.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,2.0,4.0,1.0,3.0,1.0,4.0,1.0,2.0,1.0,3.0,3.0,2.0,3.0,3.0,1.0,3.0,2.0,4.0,3.0,1.0,1.0,4.0,1.0,5.0,2.0,5.0,4.0,3.0,5.0,5.0,2.0
2g5n7pyg,3.0,,0.0,0.0,1.0,1.0,0.0,5.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,4.0,1.0,4.0,2.0,4.0,4.0,3.0,2.0,1.0,1.0,4.0,2.0,2.0,3.0,4.0,2.0,1.0,3.0,4.0,1.0,1.0,4.0,3.0,4.0,4.0,2.0,2.0,2.0,3.0,2.0,4.0,1.0,2.0,5.0,5.0,3.0,2.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,1.0,3.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,4.0,1.0,1.0,3.0,4.0,4.0,1.0,1.0,1.0,3.0,3.0,4.0,1.0,4.0,4.0,5.0,5.0,3.0
2jujl8yx,3.0,,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,1.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,1.0,2.0,3.0,1.0,4.0,2.0,2.0,3.0,1.0,3.0,1.0,1.0,5.0,1.0,3.0,3.0,5.0,2.0,2.0,2.0,3.0,4.0,2.0,4.0,1.0,4.0,4.0,1.0,3.0,3.0,2.0,1.0,1.0,3.0,4.0,4.0,4.0,2.0,1.0,2.0,2.0,1.0,4.0,4.0,3.0,4.0,3.0,1.0,4.0,4.0,2.0,2.0,4.0,5.0,5.0,4.0,1.0,1.0,1.0
2k427npd,1.0,3.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,1.0,4.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,4.0,1.0,1.0,4.0,3.0,4.0,3.0,4.0,2.0,3.0,3.0,1.0,4.0,4.0,3.0,4.0,3.0,2.0,4.0,4.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,4.0,1.0,4.0,3.0,4.0,4.0,1.0,1.0,3.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,5.0,5.0,5.0,4.0,3.0,5.0,4.0
2laod51g,3.0,,0.0,0.0,1.0,1.0,0.0,4.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,4.0,3.0,4.0,1.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,3.0,1.0,2.0,4.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,1.0,3.0,2.0,2.0,1.0,5.0,1.0,2.0,2.0,2.0,1.0,2.0,4.0,4.0,2.0,2.0,3.0,2.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,4.0,3.0,2.0,3.0,4.0,2.0,1.0,2.0,1.0,1.0,3.0,3.0,3.0,2.0,1.0,4.0,3.0,3.0,4.0,3.0,1.0,5.0,5.0,2.0,4.0
2s5j0zxj,3.0,,0.0,0.0,0.0,1.0,0.0,5.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0,2.0,1.0,4.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,3.0,4.0,3.0,3.0,4.0,1.0,4.0,3.0,3.0,1.0,2.0,4.0,4.0,5.0,4.0,4.0,2.0,4.0,3.0,1.0,1.0,4.0,2.0,1.0,2.0,4.0,4.0,1.0,1.0,3.0,2.0,1.0,4.0,4.0,3.0,3.0,4.0,4.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,4.0,5.0,4.0,5.0,5.0,3.0,3.0
2s8tpdkn,3.0,,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,1.0,4.0,4.0,2.0,4.0,4.0,3.0,4.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,4.0,3.0,4.0,2.0,3.0,1.0,4.0,1.0,2.0,4.0,3.0,1.0,5.0,2.0,3.0,2.0,5.0,1.0,2.0,4.0,4.0,3.0,2.0,1.0,2.0,4.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,3.0,2.0,2.0,4.0,1.0,1.0,4.0,2.0,2.0,2.0,4.0,2.0,2.0,5.0,4.0,1.0,1.0,3.0,4.0,5.0,4.0
2x2js4b1,3.0,,0.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,1.0,1.0,1.0,4.0,2.0,3.0,2.0,3.0,3.0,1.0,2.0,3.0,1.0,2.0,2.0,4.0,2.0,3.0,4.0,1.0,1.0,4.0,1.0,4.0,5.0,3.0,4.0,4.0,5.0,1.0,3.0,1.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,1.0,1.0,2.0,2.0,2.0,3.0,4.0,1.0,4.0,1.0,4.0,1.0,1.0,4.0,4.0,1.0,1.0,3.0,1.0,2.0,3.0,2.0,2.0,4.0,5.0,4.0,4.0,3.0,2.0,3.0,5.0,2.0
2x8lwzgs,3.0,,0.0,0.0,0.0,1.0,1.0,5.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,3.0,1.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,1.0,1.0,4.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,4.0,1.0,2.0,3.0,3.0,4.0,2.0,2.0,4.0,1.0,2.0,2.0,1.0,4.0,3.0,4.0,3.0,3.0,3.0,5.0,3.0,4.0,3.0,4.0,1.0,3.0,1.0,2.0,4.0,4.0,2.0,2.0,1.0,3.0,1.0,1.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,2.0,1.0,2.0,1.0,3.0,2.0,4.0,3.0,1.0,3.0,3.0,1.0,1.0,4.0,2.0,5.0,3.0,4.0,2.0
2yc6rfw3,3.0,,0.0,0.0,0.0,0.0,0.0,5.0,2.0,2.0,3.0,2.0,1.0,3.0,1.0,2.0,4.0,2.0,3.0,1.0,2.0,4.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,4.0,1.0,3.0,2.0,3.0,3.0,2.0,2.0,4.0,3.0,3.0,2.0,2.0,1.0,1.0,5.0,5.0,3.0,4.0,4.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,2.0,2.0,4.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,3.0,1.0,4.0,4.0,1.0,3.0,1.0,1.0,4.0,5.0,2.0,2.0,2.0,4.0
2yh3thgx,3.0,,0.0,0.0,0.0,0.0,0.0,5.0,2.0,2.0,3.0,3.0,3.0,1.0,3.0,3.0,2.0,3.0,1.0,3.0,3.0,1.0,3.0,3.0,2.0,4.0,1.0,4.0,3.0,1.0,1.0,2.0,4.0,4.0,1.0,1.0,4.0,1.0,2.0,4.0,4.0,2.0,4.0,1.0,1.0,4.0,2.0,3.0,3.0,2.0,1.0,3.0,4.0,4.0,5.0,3.0,1.0,1.0,4.0,2.0,4.0,2.0,4.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,4.0,2.0,2.0,1.0,2.0,3.0,1.0,2.0,4.0,3.0,3.0,3.0,1.0,2.0,5.0,4.0,2.0,3.0,1.0,3.0,1.0
31icrenz,3.0,,1.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,2.0,3.0,1.0,2.0,3.0,3.0,2.0,1.0,3.0,4.0,1.0,3.0,3.0,1.0,1.0,1.0,4.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0,3.0,4.0,3.0,2.0,2.0,1.0,1.0,3.0,2.0,4.0,2.0,4.0,3.0,3.0,3.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,2.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,1.0,3.0,4.0,3.0,4.0,1.0,3.0,2.0,2.0,2.0,4.0,3.0,1.0,3.0,4.0,2.0,1.0,3.0,4.0,1.0,1.0,4.0,2.0,3.0,3.0,2.0,3.0
3483pxq6,3.0,,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,1.0,1.0,4.0,4.0,1.0,3.0,3.0,3.0,2.0,2.0,4.0,3.0,3.0,2.0,4.0,2.0,3.0,4.0,4.0,5.0,4.0,5.0,2.0,4.0,3.0,4.0,4.0,4.0,3.0,2.0,4.0,3.0,2.0,2.0,3.0,2.0,4.0,1.0,4.0,4.0,4.0,3.0,2.0,2.0,3.0,2.0,1.0,4.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0
34wr3ho4,3.0,,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,3.0,4.0,4.0,2.0,3.0,4.0,1.0,1.0,4.0,1.0,4.0,1.0,3.0,4.0,1.0,4.0,2.0,3.0,3.0,4.0,3.0,4.0,2.0,1.0,2.0,4.0,1.0,3.0,4.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,4.0,3.0,4.0,2.0,2.0,4.0,4.0,1.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,3.0,4.0,2.0,1.0,1.0,4.0,2.0,4.0,2.0,3.0,3.0,4.0,3.0,4.0,2.0,1.0,4.0,4.0,5.0,3.0,4.0,5.0,4.0,1.0
35iqfvy9,3.0,,0.0,1.0,1.0,0.0,0.0,5.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,4.0,2.0,4.0,3.0,1.0,1.0,3.0,4.0,1.0,2.0,4.0,1.0,3.0,4.0,2.0,2.0,2.0,3.0,1.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,4.0,3.0,4.0,5.0,2.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,2.0,2.0,1.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,3.0,3.0,4.0,2.0,3.0,3.0,1.0,4.0,1.0,2.0,4.0,2.0,2.0,1.0,5.0,2.0,3.0,1.0,5.0,1.0,2.0,2.0
3cz9co3h,3.0,,0.0,0.0,0.0,0.0,0.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,4.0,2.0,2.0,3.0,4.0,3.0,3.0,1.0,4.0,1.0,2.0,4.0,1.0,2.0,3.0,2.0,4.0,4.0,3.0,3.0,2.0,2.0,4.0,4.0,2.0,4.0,3.0,2.0,4.0,3.0,2.0,1.0,1.0,2.0,3.0,1.0,5.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,2.0,3.0,2.0,2.0,1.0,3.0,3.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,4.0,3.0,5.0,2.0,1.0,4.0,5.0,4.0,1.0,5.0
3eul560y,3.0,,1.0,1.0,1.0,0.0,0.0,5.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,2.0,1.0,2.0,4.0,2.0,4.0,3.0,2.0,4.0,4.0,2.0,1.0,3.0,4.0,1.0,3.0,1.0,4.0,2.0,1.0,2.0,4.0,3.0,3.0,1.0,4.0,3.0,3.0,5.0,3.0,4.0,1.0,1.0,4.0,1.0,3.0,2.0,1.0,3.0,2.0,1.0,3.0,1.0,3.0,1.0,1.0,4.0,1.0,1.0,2.0,4.0,3.0,2.0,3.0,3.0,1.0,2.0,3.0,3.0,4.0,1.0,2.0,1.0,2.0,3.0,2.0,5.0,2.0,3.0,4.0,3.0,4.0
3k4s9wum,3.0,,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,4.0,3.0,2.0,3.0,4.0,3.0,1.0,2.0,2.0,3.0,1.0,4.0,4.0,4.0,4.0,1.0,2.0,3.0,1.0,4.0,3.0,2.0,1.0,3.0,2.0,4.0,2.0,4.0,1.0,2.0,2.0,4.0,4.0,3.0,2.0,1.0,1.0,2.0,3.0,4.0,2.0,4.0,4.0,2.0,2.0,4.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,4.0,4.0,4.0,3.0,4.0,1.0,3.0,4.0,3.0,1.0,3.0,2.0,4.0,4.0,5.0,1.0,1.0,1.0,4.0,4.0,5.0,3.0
3mcrze9h,3.0,,0.0,1.0,1.0,0.0,0.0,5.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,4.0,2.0,3.0,4.0,2.0,1.0,1.0,3.0,4.0,2.0,4.0,4.0,2.0,4.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,1.0,4.0,4.0,3.0,4.0,2.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,2.0,2.0,4.0,4.0,3.0,3.0,4.0,1.0,3.0,2.0,4.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,4.0,1.0,1.0,4.0,3.0,2.0,1.0,3.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,4.0,3.0,2.0,1.0,2.0,5.0
3nruygk4,3.0,,1.0,0.0,0.0,1.0,0.0,5.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,1.0,4.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,2.0,1.0,3.0,1.0,2.0,3.0,4.0,3.0,4.0,2.0,2.0,4.0,2.0,4.0,1.0,1.0,1.0,2.0,4.0,3.0,4.0,1.0,2.0,1.0,1.0,4.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,4.0,4.0,1.0,2.0,3.0,1.0,3.0,4.0,4.0,2.0,4.0,1.0,2.0,4.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,2.0,1.0,4.0,5.0,5.0,3.0
3q21hgiu,1.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,4.0,2.0,1.0,3.0,3.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,3.0,2.0,3.0,4.0,2.0,3.0,2.0,2.0,4.0,1.0,1.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,5.0,3.0,1.0,2.0,4.0,5.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,2.0,4.0,1.0,3.0,3.0,1.0,3.0,4.0,2.0,3.0,2.0,1.0,1.0,2.0,4.0,2.0,1.0,2.0,1.0,1.0,4.0,4.0,2.0,1.0,1.0,1.0,4.0,5.0,1.0,5.0,3.0
3w25c0m1,3.0,,0.0,1.0,1.0,0.0,0.0,5.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,4.0,2.0,4.0,3.0,3.0,1.0,3.0,3.0,1.0,2.0,4.0,3.0,1.0,1.0,2.0,3.0,3.0,3.0,1.0,4.0,2.0,3.0,1.0,2.0,1.0,3.0,3.0,4.0,2.0,3.0,4.0,1.0,3.0,3.0,4.0,5.0,5.0,2.0,2.0,3.0,3.0,4.0,3.0,4.0,4.0,2.0,2.0,4.0,3.0,3.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,4.0,4.0,3.0,2.0,2.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,4.0,2.0,5.0,1.0
3wx4k804,3.0,,0.0,0.0,0.0,0.0,0.0,5.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,3.0,2.0,4.0,3.0,4.0,1.0,1.0,1.0,4.0,1.0,3.0,4.0,3.0,1.0,2.0,1.0,1.0,2.0,3.0,4.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,2.0,3.0,4.0,3.0,2.0,3.0,1.0,4.0,2.0,3.0,4.0,3.0,2.0,2.0,3.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,1.0,3.0,2.0,2.0,1.0,4.0,4.0,3.0,4.0,1.0,2.0,3.0,4.0,3.0,2.0,3.0,1.0,5.0,5.0,1.0
3wya37jq,3.0,,0.0,0.0,0.0,1.0,0.0,4.0,3.0,2.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,4.0,1.0,1.0,3.0,3.0,3.0,4.0,1.0,3.0,1.0,1.0,3.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,4.0,4.0,4.0,1.0,3.0,3.0,3.0,4.0,1.0,3.0,2.0,3.0,1.0,3.0,2.0,1.0,4.0,3.0,2.0,2.0,1.0,3.0,2.0,4.0,4.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,4.0,1.0,2.0,4.0,3.0,2.0,2.0,3.0,4.0,4.0,2.0,4.0,2.0,3.0,1.0,1.0,2.0,4.0,5.0,3.0,4.0,3.0,1.0,5.0
3xyphd9d,1.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,3.0,4.0,3.0,3.0,2.0,1.0,3.0,2.0,3.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,3.0,3.0,4.0,4.0,2.0,1.0,3.0,2.0,4.0,3.0,4.0,4.0,1.0,2.0,4.0,3.0,2.0,1.0,4.0,3.0,3.0,3.0,3.0,1.0,4.0,2.0,4.0,1.0,3.0,3.0,4.0,1.0,4.0,1.0,3.0,1.0,2.0,2.0,3.0,4.0,1.0,1.0,2.0,3.0,3.0,4.0,1.0,3.0,1.0,2.0,3.0,2.0,2.0,1.0,3.0,5.0,3.0,4.0,2.0,4.0,5.0,1.0
3yqq014n,3.0,,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,3.0,4.0,2.0,3.0,4.0,3.0,2.0,4.0,3.0,1.0,2.0,3.0,3.0,2.0,2.0,3.0,1.0,2.0,1.0,4.0,1.0,3.0,1.0,2.0,1.0,1.0,3.0,3.0,4.0,1.0,1.0,1.0,5.0,4.0,5.0,4.0,1.0,2.0,2.0,4.0,1.0,2.0,3.0,4.0,3.0,4.0,1.0,3.0,1.0,2.0,3.0,1.0,2.0,4.0,4.0,2.0,2.0,3.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,3.0,2.0,2.0,5.0,1.0,3.0,3.0,5.0,2.0,1.0
3zckjiwm,3.0,,0.0,0.0,1.0,0.0,0.0,5.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,4.0,3.0,1.0,4.0,2.0,2.0,2.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,1.0,2.0,1.0,2.0,3.0,3.0,1.0,1.0,4.0,4.0,2.0,2.0,4.0,4.0,3.0,2.0,1.0,5.0,2.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,1.0,1.0,4.0,3.0,4.0,4.0,4.0,1.0,1.0,3.0,2.0,2.0,3.0,3.0,2.0,1.0,4.0,1.0,1.0,1.0,4.0,4.0,3.0,1.0,3.0,5.0,2.0,3.0,5.0,5.0,5.0,2.0,4.0
40ibzesx,3.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,4.0,2.0,1.0,2.0,3.0,1.0,2.0,2.0,4.0,2.0,1.0,2.0,4.0,1.0,2.0,1.0,4.0,4.0,4.0,1.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,5.0,5.0,4.0,5.0,3.0,4.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,1.0,3.0,3.0,1.0,4.0,1.0,2.0,1.0,1.0,4.0,2.0,1.0,3.0,2.0,1.0,1.0,4.0,2.0,4.0,3.0,4.0,4.0,3.0,3.0,2.0,3.0,1.0,3.0,4.0,4.0,2.0,4.0
43ka5pq8,3.0,,0.0,0.0,0.0,1.0,0.0,4.0,3.0,1.0,3.0,2.0,1.0,3.0,3.0,2.0,3.0,2.0,4.0,3.0,1.0,3.0,4.0,4.0,1.0,2.0,2.0,1.0,1.0,3.0,4.0,4.0,3.0,2.0,1.0,1.0,4.0,2.0,3.0,3.0,3.0,2.0,4.0,1.0,3.0,1.0,4.0,4.0,4.0,2.0,1.0,2.0,4.0,3.0,5.0,5.0,4.0,3.0,3.0,2.0,2.0,4.0,3.0,1.0,4.0,1.0,4.0,2.0,2.0,4.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,3.0,4.0,4.0,1.0,1.0,3.0,4.0,2.0,3.0,1.0,1.0,2.0,5.0,5.0,5.0,2.0,4.0,3.0,2.0
4620ro3l,3.0,,0.0,0.0,0.0,0.0,0.0,5.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,3.0,4.0,1.0,3.0,1.0,1.0,4.0,2.0,2.0,2.0,1.0,3.0,2.0,4.0,1.0,3.0,1.0,4.0,2.0,1.0,4.0,3.0,2.0,4.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,5.0,3.0,5.0,2.0,1.0,4.0,4.0,4.0,2.0,4.0,4.0,1.0,1.0,3.0,1.0,4.0,1.0,4.0,2.0,3.0,1.0,2.0,4.0,3.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,4.0,1.0,4.0,1.0,4.0,5.0,5.0,2.0,4.0,2.0,4.0
46eh1004,3.0,,0.0,0.0,0.0,0.0,0.0,5.0,3.0,3.0,2.0,3.0,3.0,1.0,3.0,3.0,3.0,4.0,4.0,1.0,4.0,2.0,4.0,4.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,1.0,4.0,1.0,3.0,1.0,4.0,4.0,2.0,4.0,1.0,1.0,4.0,2.0,1.0,5.0,4.0,3.0,2.0,3.0,2.0,3.0,2.0,4.0,2.0,3.0,1.0,3.0,1.0,3.0,2.0,4.0,1.0,4.0,3.0,3.0,1.0,2.0,1.0,3.0,4.0,2.0,2.0,4.0,2.0,3.0,3.0,1.0,3.0,2.0,4.0,3.0,2.0,5.0,4.0,1.0,1.0,2.0
